"employee_id","business_unit","department","job_level","manager_status","work_arrangement","location_region","hire_date","tenure_years","tenure_group"
"EMP2838","Technology and Product","Product","Professional","Individual Contributor","On-site","Midwest",2023-03-21,2.57,"1-2 years"
"EMP2839","Technology and Product","Product","Senior Professional","Individual Contributor","Hybrid","Midwest",2019-03-27,6.55,"6-10 years"
"EMP2840","Technology and Product","Product","Professional","Individual Contributor","Remote","South",2025-04-20,0.49,"Less than 1 year"
"EMP2841","Technology and Product","Product","Senior Professional","Individual Contributor","Hybrid","Midwest",2024-09-12,1.09,"1-2 years"
"EMP2842","Technology and Product","Product","Senior Professional","Individual Contributor","Hybrid","South",2023-07-03,2.29,"1-2 years"
"EMP2843","Technology and Product","Product","Professional","Individual Contributor","Remote","Midwest",2025-05-19,0.41,"Less than 1 year"
"EMP2844","Technology and Product","Product","Senior Professional","Individual Contributor","Hybrid","Midwest",2019-08-18,6.16,"6-10 years"
"EMP2845","Technology and Product","Product","Director and Above","People Manager","Hybrid","Midwest",2017-03-05,8.61,"6-10 years"
"EMP2846","Technology and Product","Product","Manager","People Manager","Hybrid","West",2019-02-06,6.69,"6-10 years"
"EMP2847","Technology and Product","Product","Professional","Individual Contributor","Remote","South",2018-12-25,6.81,"6-10 years"
"EMP2848","Technology and Product","Product","Senior Professional","Individual Contributor","Hybrid","Northeast",2019-12-31,5.79,"3-5 years"
"EMP2849","Technology and Product","Product","Professional","Individual Contributor","Remote","Northeast",2021-03-29,4.55,"3-5 years"
"EMP2850","Technology and Product","Product","Professional","Individual Contributor","Hybrid","Midwest",2022-02-02,3.7,"3-5 years"
"EMP2851","Technology and Product","Product","Professional","Individual Contributor","Remote","West",2006-06-04,19.36,"11 or more years"
"EMP2852","Technology and Product","Product","Director and Above","People Manager","Hybrid","West",2020-06-15,5.33,"3-5 years"
"EMP2853","Technology and Product","Product","Professional","Individual Contributor","Hybrid","Northeast",2023-06-18,2.33,"1-2 years"
"EMP2854","Technology and Product","Product","Professional","Individual Contributor","Remote","South",2021-08-08,4.19,"3-5 years"
"EMP2855","Technology and Product","Product","Entry Level","Individual Contributor","Remote","Midwest",2025-03-23,0.56,"Less than 1 year"
"EMP2856","Technology and Product","Product","Senior Professional","Individual Contributor","Hybrid","Midwest",2024-09-02,1.12,"1-2 years"
"EMP2857","Technology and Product","Product","Professional","Individual Contributor","Hybrid","Northeast",2023-08-05,2.2,"1-2 years"
"EMP2858","Technology and Product","Product","Senior Professional","Individual Contributor","Hybrid","Midwest",2013-11-20,11.9,"11 or more years"
"EMP2859","Technology and Product","Product","Professional","Individual Contributor","Hybrid","Midwest",2024-01-27,1.72,"1-2 years"
"EMP2860","Technology and Product","Product","Professional","Individual Contributor","Remote","South",2019-02-14,6.67,"6-10 years"
"EMP2861","Technology and Product","Product","Professional","Individual Contributor","Hybrid","South",2025-05-27,0.39,"Less than 1 year"
"EMP2862","Technology and Product","Product","Entry Level","Individual Contributor","On-site","Midwest",2020-09-05,5.11,"3-5 years"
"EMP2863","Technology and Product","Product","Senior Professional","Individual Contributor","Hybrid","Midwest",2020-07-20,5.24,"3-5 years"
"EMP2864","Technology and Product","Product","Manager","Individual Contributor","Hybrid","Midwest",2023-10-29,1.96,"1-2 years"
"EMP2865","Technology and Product","Product","Professional","Individual Contributor","Hybrid","Midwest",2017-11-12,7.92,"6-10 years"
"EMP2866","Technology and Product","Product","Professional","Individual Contributor","Hybrid","West",2025-01-31,0.7,"Less than 1 year"
"EMP2867","Technology and Product","Product","Professional","Individual Contributor","Hybrid","Midwest",2015-09-24,10.06,"6-10 years"
"EMP2868","Technology and Product","Product","Senior Professional","Individual Contributor","Hybrid","Midwest",2013-03-05,12.61,"11 or more years"
"EMP2869","Technology and Product","Product","Professional","Individual Contributor","Hybrid","South",2022-09-11,3.09,"3-5 years"
"EMP2870","Technology and Product","Product","Professional","Individual Contributor","Remote","Midwest",2023-01-15,2.75,"1-2 years"
"EMP2871","Technology and Product","Product","Senior Professional","Individual Contributor","Remote","South",2017-03-05,8.61,"6-10 years"
"EMP2872","Technology and Product","Product","Senior Professional","Individual Contributor","Hybrid","West",2021-04-25,4.47,"3-5 years"
"EMP2873","Technology and Product","Product","Senior Professional","Individual Contributor","On-site","Midwest",2022-04-02,3.54,"3-5 years"
"EMP2874","Technology and Product","Product","Senior Professional","Individual Contributor","Remote","Midwest",2020-11-18,4.91,"3-5 years"
"EMP2875","Technology and Product","Product","Professional","Individual Contributor","On-site","South",2018-04-06,7.53,"6-10 years"
"EMP2876","Technology and Product","Product","Senior Professional","Individual Contributor","Remote","South",2025-07-13,0.26,"Less than 1 year"
"EMP2877","Technology and Product","Product","Manager","Individual Contributor","Hybrid","Midwest",2022-12-28,2.8,"1-2 years"
"EMP2878","Technology and Product","Product","Senior Professional","Individual Contributor","Hybrid","Midwest",2020-12-22,4.81,"3-5 years"
"EMP2879","Technology and Product","Product","Senior Professional","Individual Contributor","Hybrid","Midwest",2021-09-22,4.06,"3-5 years"
"EMP2880","Technology and Product","Product","Professional","Individual Contributor","Remote","Northeast",2012-01-17,13.74,"11 or more years"
"EMP2881","Corporate Services","Human Resources","Manager","People Manager","Hybrid","South",2023-12-21,1.82,"1-2 years"
"EMP2882","Corporate Services","Human Resources","Professional","Individual Contributor","On-site","Midwest",2016-12-03,8.87,"6-10 years"
"EMP2883","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","South",2014-08-31,11.12,"11 or more years"
"EMP2884","Corporate Services","Human Resources","Professional","Individual Contributor","Remote","West",2018-11-23,6.89,"6-10 years"
"EMP2885","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","West",2020-04-19,5.49,"3-5 years"
"EMP2886","Corporate Services","Human Resources","Professional","Individual Contributor","On-site","South",2010-09-22,15.06,"11 or more years"
"EMP2887","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Midwest",2017-06-22,8.31,"6-10 years"
"EMP2888","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Midwest",2020-10-12,5.01,"3-5 years"
"EMP2889","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","Northeast",2015-05-02,10.46,"6-10 years"
"EMP2890","Corporate Services","Human Resources","Entry Level","Individual Contributor","On-site","Northeast",2024-12-01,0.87,"Less than 1 year"
"EMP2891","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","South",2022-03-11,3.6,"3-5 years"
"EMP2892","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Northeast",2013-11-22,11.9,"11 or more years"
"EMP2893","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","Northeast",2020-07-16,5.25,"3-5 years"
"EMP2894","Corporate Services","Human Resources","Professional","Individual Contributor","On-site","Northeast",2020-11-02,4.95,"3-5 years"
"EMP2895","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Northeast",2022-01-15,3.75,"3-5 years"
"EMP2896","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Northeast",2022-12-11,2.84,"1-2 years"
"EMP2897","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","Northeast",2015-08-23,10.15,"6-10 years"
"EMP2898","Corporate Services","Human Resources","Senior Professional","Individual Contributor","On-site","South",2017-03-24,8.56,"6-10 years"
"EMP2899","Corporate Services","Human Resources","Professional","People Manager","On-site","Midwest",2022-11-19,2.9,"1-2 years"
"EMP2900","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Remote","Northeast",2020-06-28,5.3,"3-5 years"
"EMP2901","Corporate Services","Human Resources","Manager","Individual Contributor","Hybrid","South",2011-01-16,14.75,"11 or more years"
"EMP2902","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","South",2017-05-16,8.42,"6-10 years"
"EMP2903","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","West",2015-10-13,10.01,"6-10 years"
"EMP2904","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Remote","South",2020-04-01,5.54,"3-5 years"
"EMP2905","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","Northeast",2025-08-29,0.13,"Less than 1 year"
"EMP2906","Corporate Services","Human Resources","Professional","Individual Contributor","On-site","South",2015-03-07,10.61,"6-10 years"
"EMP2907","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","West",2006-10-05,19.03,"11 or more years"
"EMP2908","Corporate Services","Human Resources","Entry Level","Individual Contributor","Hybrid","Midwest",2023-08-23,2.15,"1-2 years"
"EMP2909","Corporate Services","Human Resources","Professional","Individual Contributor","On-site","Northeast",2024-03-01,1.62,"1-2 years"
"EMP2910","Corporate Services","Human Resources","Senior Professional","Individual Contributor","On-site","West",2017-03-19,8.57,"6-10 years"
"EMP2911","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Northeast",2016-12-09,8.85,"6-10 years"
"EMP2912","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Northeast",2024-09-24,1.06,"1-2 years"
"EMP2913","Corporate Services","Human Resources","Manager","People Manager","Hybrid","South",2025-10-03,0.03,"Less than 1 year"
"EMP2914","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Remote","Northeast",2024-05-03,1.45,"1-2 years"
"EMP2915","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","South",2007-12-24,17.81,"11 or more years"
"EMP2916","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Northeast",2016-07-12,9.26,"6-10 years"
"EMP2917","Corporate Services","Human Resources","Senior Professional","Individual Contributor","On-site","West",2025-03-08,0.61,"Less than 1 year"
"EMP2918","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Northeast",2015-12-11,9.85,"6-10 years"
"EMP2919","Corporate Services","Human Resources","Entry Level","Individual Contributor","Hybrid","Northeast",2019-08-09,6.18,"6-10 years"
"EMP2920","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","West",2019-03-17,6.58,"6-10 years"
"EMP2921","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","West",2019-11-30,5.88,"3-5 years"
"EMP2922","Corporate Services","Human Resources","Director and Above","People Manager","On-site","West",2017-05-15,8.42,"6-10 years"
"EMP2923","Corporate Services","Human Resources","Entry Level","Individual Contributor","Hybrid","South",2025-07-15,0.25,"Less than 1 year"
"EMP2924","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Midwest",2021-07-28,4.22,"3-5 years"
"EMP2925","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Midwest",2015-01-15,10.75,"6-10 years"
"EMP2926","Corporate Services","Human Resources","Entry Level","Individual Contributor","On-site","South",2021-12-18,3.82,"3-5 years"
"EMP2927","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","West",2016-03-12,9.59,"6-10 years"
"EMP2928","Corporate Services","Human Resources","Director and Above","People Manager","Remote","Midwest",2012-07-16,13.25,"11 or more years"
"EMP2929","Corporate Services","Human Resources","Entry Level","Individual Contributor","Remote","West",2015-02-09,10.68,"6-10 years"
"EMP2930","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Northeast",2017-04-12,8.51,"6-10 years"
"EMP2931","Corporate Services","Human Resources","Professional","Individual Contributor","Remote","South",2023-04-04,2.53,"1-2 years"
"EMP2932","Corporate Services","Human Resources","Senior Professional","Individual Contributor","On-site","Midwest",2021-10-31,3.96,"3-5 years"
"EMP2933","Corporate Services","Human Resources","Professional","Individual Contributor","Remote","Northeast",2024-06-08,1.35,"1-2 years"
"EMP2934","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","South",2022-07-02,3.29,"3-5 years"
"EMP2935","Corporate Services","Human Resources","Professional","People Manager","Remote","South",2025-02-15,0.66,"Less than 1 year"
"EMP2936","Corporate Services","Human Resources","Manager","People Manager","Hybrid","West",2022-11-15,2.92,"1-2 years"
"EMP2937","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","South",2018-05-02,7.46,"6-10 years"
"EMP2938","Corporate Services","Human Resources","Professional","Individual Contributor","On-site","South",2024-07-18,1.24,"1-2 years"
"EMP2939","Corporate Services","Human Resources","Senior Professional","Individual Contributor","On-site","West",2020-06-02,5.37,"3-5 years"
"EMP2940","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","West",2024-05-01,1.46,"1-2 years"
"EMP2941","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","Midwest",2024-05-14,1.42,"1-2 years"
"EMP2942","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","South",2025-10-09,0.02,"Less than 1 year"
"EMP2943","Corporate Services","Human Resources","Professional","Individual Contributor","Remote","Northeast",2019-11-23,5.89,"3-5 years"
"EMP2944","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","Northeast",2022-08-17,3.16,"3-5 years"
"EMP2945","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Remote","South",2022-02-17,3.66,"3-5 years"
"EMP2946","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Northeast",2007-01-16,18.75,"11 or more years"
"EMP2947","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Northeast",2024-09-15,1.08,"1-2 years"
"EMP2948","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","South",2016-04-10,9.51,"6-10 years"
"EMP2949","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","South",2020-02-16,5.66,"3-5 years"
"EMP2950","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Remote","Northeast",2023-04-21,2.49,"1-2 years"
"EMP2951","Corporate Services","Human Resources","Professional","Individual Contributor","On-site","Northeast",2020-03-27,5.55,"3-5 years"
"EMP2952","Corporate Services","Human Resources","Director and Above","People Manager","Hybrid","South",2016-07-15,9.25,"6-10 years"
"EMP2953","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","West",2025-05-06,0.44,"Less than 1 year"
"EMP2954","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","Northeast",2020-10-26,4.97,"3-5 years"
"EMP2955","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","South",2020-06-09,5.35,"3-5 years"
"EMP2956","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","West",2025-03-21,0.57,"Less than 1 year"
"EMP2957","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Northeast",2022-04-16,3.5,"3-5 years"
"EMP2958","Corporate Services","Human Resources","Entry Level","Individual Contributor","Hybrid","Midwest",2025-08-08,0.19,"Less than 1 year"
"EMP2959","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","Northeast",2023-11-27,1.88,"1-2 years"
"EMP2960","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","West",2021-08-02,4.2,"3-5 years"
"EMP2961","Corporate Services","Human Resources","Director and Above","People Manager","Hybrid","Northeast",2009-04-23,16.48,"11 or more years"
"EMP2962","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Remote","South",2021-05-30,4.38,"3-5 years"
"EMP2963","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","South",2018-12-26,6.8,"6-10 years"
"EMP2964","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Midwest",2024-02-14,1.67,"1-2 years"
"EMP2965","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Northeast",2019-08-19,6.16,"6-10 years"
"EMP2966","Corporate Services","Human Resources","Professional","Individual Contributor","Remote","Northeast",2020-10-08,5.02,"3-5 years"
"EMP2967","Corporate Services","Human Resources","Professional","Individual Contributor","Remote","Midwest",2025-07-06,0.28,"Less than 1 year"
"EMP2968","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","Midwest",2022-07-18,3.24,"3-5 years"
"EMP2969","Corporate Services","Human Resources","Entry Level","Individual Contributor","Hybrid","South",2022-09-30,3.04,"3-5 years"
"EMP2970","Corporate Services","Human Resources","Professional","Individual Contributor","Remote","Northeast",2021-01-28,4.71,"3-5 years"
"EMP2971","Corporate Services","Human Resources","Manager","People Manager","Hybrid","Midwest",2024-12-28,0.8,"Less than 1 year"
"EMP2972","Corporate Services","Human Resources","Professional","Individual Contributor","Remote","South",2023-04-05,2.53,"1-2 years"
"EMP2973","Corporate Services","Human Resources","Professional","Individual Contributor","On-site","Midwest",2020-01-31,5.71,"3-5 years"
"EMP2974","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Midwest",2020-07-16,5.25,"3-5 years"
"EMP2975","Corporate Services","Human Resources","Professional","People Manager","On-site","Midwest",2023-09-30,2.04,"1-2 years"
"EMP2976","Corporate Services","Human Resources","Senior Professional","People Manager","Hybrid","Northeast",2023-02-04,2.69,"1-2 years"
"EMP2977","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Northeast",2007-08-21,18.15,"11 or more years"
"EMP2978","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","West",2020-04-14,5.5,"3-5 years"
"EMP2979","Corporate Services","Human Resources","Professional","Individual Contributor","On-site","Northeast",2025-09-18,0.07,"Less than 1 year"
"EMP2980","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","Northeast",2021-02-04,4.69,"3-5 years"
"EMP2981","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Midwest",2025-03-05,0.61,"Less than 1 year"
"EMP2982","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Midwest",2021-11-26,3.89,"3-5 years"
"EMP2983","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","South",2022-09-13,3.09,"3-5 years"
"EMP2984","Corporate Services","Human Resources","Professional","Individual Contributor","On-site","Northeast",2021-09-18,4.07,"3-5 years"
"EMP2985","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","Midwest",2022-01-16,3.75,"3-5 years"
"EMP2986","Corporate Services","Human Resources","Manager","People Manager","On-site","Northeast",2011-05-11,14.43,"11 or more years"
"EMP2987","Corporate Services","Human Resources","Senior Professional","Individual Contributor","On-site","West",2011-01-11,14.76,"11 or more years"
"EMP2988","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","West",2023-05-26,2.39,"1-2 years"
"EMP2989","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","West",2020-12-17,4.83,"3-5 years"
"EMP2990","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Midwest",2017-03-31,8.54,"6-10 years"
"EMP2991","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Northeast",2017-05-25,8.39,"6-10 years"
"EMP2992","Corporate Services","Human Resources","Professional","People Manager","On-site","Northeast",2023-12-05,1.86,"1-2 years"
"EMP2993","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Northeast",2025-06-11,0.34,"Less than 1 year"
"EMP2994","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","West",2019-11-25,5.89,"3-5 years"
"EMP2995","Corporate Services","Human Resources","Entry Level","Individual Contributor","Hybrid","South",2025-06-11,0.34,"Less than 1 year"
"EMP2996","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Northeast",2020-08-07,5.19,"3-5 years"
"EMP2997","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","South",2024-11-15,0.91,"Less than 1 year"
"EMP2998","Corporate Services","Human Resources","Senior Professional","People Manager","Hybrid","Northeast",2021-05-14,4.42,"3-5 years"
"EMP2999","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","West",2024-09-23,1.06,"1-2 years"
"EMP3000","Corporate Services","Human Resources","Manager","People Manager","Remote","Northeast",2015-10-01,10.04,"6-10 years"
"EMP3001","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","South",2021-01-13,4.75,"3-5 years"
"EMP3002","Corporate Services","Human Resources","Professional","Individual Contributor","On-site","West",2007-05-24,18.4,"11 or more years"
"EMP3003","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","South",2023-03-10,2.6,"1-2 years"
"EMP3004","Corporate Services","Human Resources","Professional","Individual Contributor","Remote","Northeast",2017-10-08,8.02,"6-10 years"
"EMP3005","Corporate Services","Human Resources","Entry Level","Individual Contributor","Hybrid","Midwest",2022-05-31,3.38,"3-5 years"
"EMP3006","Corporate Services","Human Resources","Senior Professional","People Manager","Remote","Midwest",2017-09-24,8.06,"6-10 years"
"EMP3007","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","Midwest",2018-04-06,7.53,"6-10 years"
"EMP3008","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","Northeast",2023-11-13,1.92,"1-2 years"
"EMP3009","Corporate Services","Human Resources","Entry Level","Individual Contributor","On-site","West",2025-06-13,0.34,"Less than 1 year"
"EMP3010","Corporate Services","Human Resources","Professional","Individual Contributor","On-site","Midwest",2024-11-23,0.89,"Less than 1 year"
"EMP3011","Corporate Services","Human Resources","Professional","Individual Contributor","Remote","South",2007-01-05,18.78,"11 or more years"
"EMP3012","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","Midwest",2016-09-27,9.05,"6-10 years"
"EMP3013","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","Northeast",2015-09-29,10.05,"6-10 years"
"EMP3014","Corporate Services","Human Resources","Professional","Individual Contributor","On-site","South",2022-08-12,3.18,"3-5 years"
"EMP3015","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","South",2020-02-25,5.64,"3-5 years"
"EMP3016","Corporate Services","Human Resources","Professional","Individual Contributor","Remote","Northeast",2020-12-29,4.79,"3-5 years"
"EMP3017","Corporate Services","Human Resources","Professional","Individual Contributor","On-site","Midwest",2025-04-24,0.48,"Less than 1 year"
"EMP3018","Corporate Services","Human Resources","Entry Level","Individual Contributor","Hybrid","West",2023-07-10,2.27,"1-2 years"
"EMP3019","Corporate Services","Human Resources","Manager","People Manager","Remote","Northeast",2025-07-10,0.27,"Less than 1 year"
"EMP3020","Corporate Services","Human Resources","Manager","People Manager","Remote","South",2021-05-06,4.44,"3-5 years"
"EMP3021","Corporate Services","Human Resources","Professional","Individual Contributor","On-site","Midwest",2024-03-14,1.59,"1-2 years"
"EMP3022","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","West",2015-01-18,10.74,"6-10 years"
"EMP3023","Corporate Services","Human Resources","Professional","Individual Contributor","On-site","Midwest",2020-02-26,5.63,"3-5 years"
"EMP3024","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Remote","Northeast",2023-03-02,2.62,"1-2 years"
"EMP3025","Corporate Services","Human Resources","Manager","Individual Contributor","On-site","South",2025-03-02,0.62,"Less than 1 year"
"EMP3026","Corporate Services","Human Resources","Manager","People Manager","Hybrid","Midwest",2025-05-01,0.46,"Less than 1 year"
"EMP3027","Corporate Services","Human Resources","Entry Level","Individual Contributor","On-site","Midwest",2025-03-17,0.58,"Less than 1 year"
"EMP3028","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","Midwest",2005-04-12,20.51,"11 or more years"
"EMP3029","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Midwest",2023-06-13,2.34,"1-2 years"
"EMP3030","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","West",2010-10-30,14.96,"11 or more years"
"EMP3031","Corporate Services","Human Resources","Entry Level","Individual Contributor","Hybrid","Northeast",2017-06-22,8.31,"6-10 years"
"EMP3032","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Remote","Northeast",2023-07-10,2.27,"1-2 years"
"EMP3033","Corporate Services","Human Resources","Professional","Individual Contributor","On-site","Northeast",2023-02-17,2.66,"1-2 years"
"EMP3034","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Midwest",2020-04-07,5.52,"3-5 years"
"EMP3035","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Northeast",2025-06-09,0.35,"Less than 1 year"
"EMP3036","Corporate Services","Human Resources","Entry Level","Individual Contributor","Hybrid","South",2024-01-11,1.76,"1-2 years"
"EMP3037","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","South",2024-02-21,1.65,"1-2 years"
"EMP3038","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Northeast",2020-08-26,5.14,"3-5 years"
"EMP3039","Corporate Services","Human Resources","Professional","Individual Contributor","On-site","Midwest",2024-01-31,1.71,"1-2 years"
"EMP3040","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","Northeast",2025-07-07,0.27,"Less than 1 year"
"EMP3041","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","South",2024-07-09,1.27,"1-2 years"
"EMP3042","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","South",2022-04-02,3.54,"3-5 years"
"EMP3043","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Midwest",2024-02-19,1.65,"1-2 years"
"EMP3044","Corporate Services","Human Resources","Professional","Individual Contributor","Remote","Midwest",2022-03-11,3.6,"3-5 years"
"EMP3045","Corporate Services","Human Resources","Professional","Individual Contributor","Remote","South",2021-07-29,4.21,"3-5 years"
"EMP3046","Corporate Services","Human Resources","Director and Above","Individual Contributor","Hybrid","Northeast",2014-12-29,10.8,"6-10 years"
"EMP3047","Corporate Services","Human Resources","Manager","Individual Contributor","Hybrid","South",2022-10-28,2.97,"1-2 years"
"EMP3048","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","West",2019-01-02,6.78,"6-10 years"
"EMP3049","Corporate Services","Human Resources","Professional","Individual Contributor","Remote","Midwest",2024-03-28,1.55,"1-2 years"
"EMP3050","Corporate Services","Human Resources","Entry Level","Individual Contributor","Hybrid","Northeast",2025-03-10,0.6,"Less than 1 year"
"EMP3051","Corporate Services","Human Resources","Manager","People Manager","On-site","South",2016-07-28,9.22,"6-10 years"
"EMP3052","Corporate Services","Human Resources","Professional","Individual Contributor","Remote","West",2022-03-26,3.56,"3-5 years"
"EMP3053","Corporate Services","Human Resources","Manager","People Manager","Hybrid","South",2012-02-08,13.68,"11 or more years"
"EMP3054","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Midwest",2022-08-13,3.17,"3-5 years"
"EMP3055","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Midwest",2021-02-21,4.65,"3-5 years"
"EMP3056","Corporate Services","Human Resources","Professional","Individual Contributor","Hybrid","Midwest",2025-04-01,0.54,"Less than 1 year"
"EMP3057","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Remote","Midwest",2023-03-31,2.54,"1-2 years"
"EMP3058","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","West",2018-08-11,7.18,"6-10 years"
"EMP3059","Corporate Services","Human Resources","Senior Professional","Individual Contributor","Hybrid","Midwest",2015-07-03,10.29,"6-10 years"
"EMP3060","Corporate Services","Human Resources","Professional","Individual Contributor","Remote","Northeast",2006-05-01,19.46,"11 or more years"
"EMP3061","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","South",2014-03-23,11.56,"11 or more years"
"EMP3062","Corporate Services","Finance","Professional","Individual Contributor","On-site","West",2020-09-10,5.1,"3-5 years"
"EMP3063","Corporate Services","Finance","Director and Above","People Manager","Hybrid","South",2019-02-02,6.7,"6-10 years"
"EMP3064","Corporate Services","Finance","Senior Professional","Individual Contributor","Hybrid","Northeast",2020-11-14,4.92,"3-5 years"
"EMP3065","Corporate Services","Finance","Senior Professional","Individual Contributor","On-site","Midwest",2024-10-04,1.03,"1-2 years"
"EMP3066","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","West",2025-06-20,0.32,"Less than 1 year"
"EMP3067","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","Midwest",2022-11-21,2.9,"1-2 years"
